Schema Version,Shard ID,Source ID,Source Ordinal,Source Section,Source Requirement,Source SHA256,Baseline Matrix IDs,Baseline Coverage Status,Current Matrix IDs,New Matrix IDs,Coverage Status,Coverage Rationale,Uncovered Scope,Mapping Evidence,Correct Libraries,Trigger,Replay Policy,Reduced Motion Behavior,Acceptance Criteria,Test Plan References,Roadmap Phase,Project Lanternwake Phase,Implementation Status,Architecture Dependency,Scene Host Required,Ownership Contract Required,Target Contract Required,Architecture Validation Status,Architecture Evidence,Blocked By,Implemented In Commit,Validation Status,Validation Evidence,Superseded By,Disposition Decision ID,Disposition Date,Disposition Rationale,Approval Reference,Notes
lanternwake-reconciliation/v1,O3,OA-096,96,Journal pages,New chapter divider ribbon.,55c34e5a5db9e4f0c6e5988e9328792d6449e9a875e8f9becdf1b8d12d2b3215,AC-010;AC-011,partial,MX-204,MX-204,exact,Dedicated row preserves the divider ribbon as a chapter-content visual rather than a generic journal phase.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/workspace/JournalWorkspace.tsx; src/components/animation/PageFlipBook.tsx,motion,First entry to a newly released chapter divider page,Once per chapter release presentation; manual presentation replay allowed without progression mutation,Divider is immediately present in reading order with no travel,"Ribbon enters only inside the active page host, preserves heading order and contrast, does not cover controls, and reaches the same readable final state after skip, interruption, or reduced mode.","Chapter page host, replay, reduced-mode, focus order, interruption, viewport, and cleanup tests",Phase 3,Phase 3,architecture_blocked,Chapter-page SceneHost and Motion/PageFlip wrapper separation,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/workspace/JournalWorkspace.tsx; src/components/animation/PageFlipBook.tsx,Phase 3 divider visual and acceptance validation,,planned,,,,,,,Baseline coverage rationale: Journal chrome and physical-book phases exist but do not preserve a chapter-specific divider ribbon entrance.
lanternwake-reconciliation/v1,O3,OA-097,97,Journal pages,Handwritten annotation animation.,46fc41ccca2c5aeb72778808e997c455181d995ace18fb48f774ca49d81fe1fa,MX-059,exact,MX-059,,exact,Existing row remains the exact target; Phase 2 supplies host-local identity and property ownership.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/workspace/JournalWorkspace.tsx; src/animation/scenes/story.scene.ts,gsap,JOURNAL_ANNOTATION_ADDED for the matching visible page,Once per event; presentation-only replay from persisted history,Immediate readable annotation,"Only the event-keyed visible annotation receives the ink treatment; semantic text remains readable throughout; no hidden source, stale clone, or unrelated annotation is selected; claims and listeners return to baseline.","Event-keyed target, visible-page qualification, replay, reduced-mode, interruption, and cleanup tests",Phase 3,Phase 3,partially_implemented,"Chapter-page host, explicit annotation handle, and GSAP/PageFlip ownership",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/workspace/JournalWorkspace.tsx; src/animation/scenes/story.scene.ts,Phase 3 production trigger and acceptance validation,,planned,,,,,,,Baseline coverage rationale: MX-059 directly preserves new annotation ink on the matching visible page.
lanternwake-reconciliation/v1,O3,OA-098,98,Journal pages,Illustration reveal on entering a page.,5bc60cf31b4218f800383f9be84a1236bb2bc5325a3fa0fa20c3bb8b57aec4e9,,missing,MX-205,MX-205,exact,Dedicated row preserves illustration reveal separately from page curl and prose ink.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; src/components/animation/PageFlipBook.tsx; src/components/player/workspace/JournalWorkspace.tsx,motion,Page settles on a page containing an unrevealed illustration,Once per page visit and content version; manual replay optional,Illustration is immediately visible with caption and alt text available,"Only the current page illustration reveals after page settle; caption and alternative text are never delayed; no layout shift, stale clone selection, or focus loss occurs.","Page-settle, visible-primary, accessibility, reduced-mode, replay, viewport, and cleanup tests",Phase 3,Phase 3,architecture_blocked,Chapter-page host and Motion/PageFlip wrapper ownership,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; src/components/animation/PageFlipBook.tsx; src/components/player/workspace/JournalWorkspace.tsx,Phase 3 illustration visual and acceptance validation,,planned,,,,,,,Baseline coverage rationale: No baseline row preserves illustration reveal on entering a journal page.
lanternwake-reconciliation/v1,O3,OA-099,99,Journal pages,Page bookmark movement.,5143c0520e1d18af949337d3be32538deb12660c1ca559f24aeb69be6c048547,AP-004,partial,MX-206,MX-206,exact,Dedicated row binds bookmark movement to committed logical page identity.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/animation/PageFlipBook.tsx,motion,Committed current-page or bookmarked-page identity changes,Every committed bookmark change; never on speculative fold progress,Bookmark jumps immediately to the authoritative page position,"Bookmark follows only committed page state, remains operable by keyboard, survives orientation/content updates, and cannot target a hidden source or stale clone.","Logical page identity, bookmark state, keyboard, reduced-mode, orientation, and cleanup tests",Phase 3,Phase 3,architecture_blocked,Logical page identity and Motion/PageFlip ownership boundary,no,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/animation/PageFlipBook.tsx,Phase 3 bookmark implementation and acceptance validation,,planned,,,,,,,Baseline coverage rationale: AP-004 preserves current page through updates but does not preserve animated bookmark movement.
lanternwake-reconciliation/v1,O3,OA-100,100,Journal pages,Current objective highlight.,edd10ca0894c7ef4577d5e3da4f63a7ce453a50b8d1e77e850a2db653e8bc1bb,MX-058,partial,MX-207,MX-207,exact,Dedicated row preserves current-objective emphasis as an authoritative semantic state.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/workspace/ObjectiveNote.tsx,css,Authoritative current objective changes or its page becomes current,On each objective version change; unchanged refresh must not replay,Immediate non-motion highlight with text or icon state,Exactly one authoritative objective is emphasized; color is not the sole signal; page changes retain identity and focus; no unrelated or stale objective receives the state.,"Objective identity, authoritative update, accessibility, reduced-mode, refresh, and cleanup tests",Phase 3,Phase 3,architecture_blocked,Explicit objective target identity and CSS/PageFlip ownership,no,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/workspace/ObjectiveNote.tsx,Phase 3 objective-highlight implementation and acceptance validation,,planned,,,,,,,Baseline coverage rationale: Objective-note reveal covers page-settle disclosure but not the persistent current-objective highlight.
lanternwake-reconciliation/v1,O3,OA-101,101,Journal pages,Hint reveal foldout.,0f3ac7a28b6226e35b22db5f7a8ad3d1e313ce8c55cc6ba34b9d6cdcf931d61d,MX-058,partial,MX-208,MX-208,exact,"Dedicated row preserves the explicit hint disclosure, authority, and replay semantics.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; src/components/player/workspace/ObjectiveNote.tsx,motion,User activates the hint disclosure control after the hint is authoritative,Every explicit open or close; no automatic reveal,Immediate expanded or collapsed semantic disclosure state,"Native button semantics, aria-expanded, focus, and hint text remain correct; foldout affects only an inner visual wrapper; interruption and reduced mode converge on the requested state.","Hint authority, disclosure semantics, keyboard, focus, reduced-mode, interruption, and cleanup tests",Phase 3,Phase 3,architecture_blocked,Motion semantic-wrapper ownership and explicit hint target,no,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; src/components/player/workspace/ObjectiveNote.tsx,Phase 3 hint foldout implementation and acceptance validation,,planned,,,,,,,Baseline coverage rationale: ObjectiveNote supplies a disclosure surface but the baseline does not preserve a hint-specific foldout.
lanternwake-reconciliation/v1,O3,OA-102,102,Journal pages,Read/unread ink mark.,f01d2bb09aa2e6a61cc9c11f4d7d669aa23cb34b64d90885c1b651dea21d6651,,missing,MX-209,MX-209,exact,Dedicated row preserves the mark as a semantic state derived from authoritative read history.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; src/components/animation/PageFlipBook.tsx,css,Authoritative read state changes after page commit,Once per read-state version; refresh restores without replay,Immediate text or icon read state with no animation,"Read and unread remain distinguishable without color or motion; only the committed logical page updates; refresh, reduced mode, and stale-clone filtering preserve truth.","Read-state persistence, page commit, accessibility, refresh, reduced-mode, and clone-boundary tests",Phase 3,Phase 3,architecture_blocked,Logical page identity and CSS/PageFlip ownership boundary,no,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; src/components/animation/PageFlipBook.tsx,Phase 3 read-state implementation and persistence validation,,planned,,,,,,,Baseline coverage rationale: No baseline row preserves a read/unread ink mark as a distinct state.
lanternwake-reconciliation/v1,O3,OA-103,103,Journal pages,Completed chapter stamp.,a362b249d86524b4d45badf9dd060ebd70fbe6d29ac0b218bdeab6fcf91e39a6,AS-011,partial,MX-210,MX-210,exact,Dedicated row keys the stamp to authoritative completion rather than generic release playback.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts; src/components/player/PlayerExperience.tsx,gsap,Authoritative chapter completion event with a visible matching chapter page,Once per completion event; presentation-only replay from persisted history,Completed stamp is immediately visible and announced semantically,Only the completed chapter receives the stamp; replay never repeats progression; semantic completion is independent of animation; claims and event listeners clean up exactly once.,"Event-keyed target, replay immutability, reduced-mode, accessibility, interruption, and cleanup tests",Phase 3,Phase 3,architecture_blocked,Chapter-page host and explicit completion target handle,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts; src/components/player/PlayerExperience.tsx,"Phase 3 stamp visual, trigger, and acceptance validation",,planned,,,,,,,Baseline coverage rationale: Chapter release establishes a ceremony but does not preserve a completed-chapter stamp visual.
lanternwake-reconciliation/v1,O3,OA-104,104,Journal pages,Historical edition watermark entrance.,134c2aed18b60b399f4f8edec553a3aebcd2c79f457019bc92f2741b0f7741ed,,missing,MX-211,MX-211,exact,Dedicated row preserves provenance-gated watermark presentation without obscuring content.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; src/components/animation/PageFlipBook.tsx,css,A historical edition page becomes current and settles,Once per page visit and edition version; manual presentation replay optional,Watermark is immediately present at readable low contrast,"Watermark appears only for authoritative historical editions, remains decorative or correctly labelled, does not reduce text contrast, and cannot leak from source or stale clones.","Edition provenance, visible-page qualification, contrast, reduced-mode, replay, and clone-boundary tests",Phase 3,Phase 3,architecture_blocked,"Chapter-page host, edition identity, and CSS/PageFlip ownership",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; src/components/animation/PageFlipBook.tsx,Phase 3 watermark visual and acceptance validation,,planned,,,,,,,Baseline coverage rationale: No baseline row preserves historical-edition watermark entrance.
lanternwake-reconciliation/v1,O3,OA-105,105,Journal pages,Safe locked-page shimmer without implying hidden text.,5bbcd9ed1c6fdfdd54a1783a52525b5152e8b919f74a650b8e2882dcafe36f11,AC-012,partial,MX-212,MX-212,exact,Dedicated row preserves a safe non-content-bearing locked-state cue.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/styles/player.css,css,An authoritative locked page or chapter control is visible,Restrained while visible; pause while hidden; no narrative replay,"Static locked icon, label, and disabled state with no shimmer","Shimmer stays on decorative lock material, never masks or silhouettes hidden text, pauses offscreen, preserves disabled semantics, and is absent in reduced mode.","Lock authority, no-hidden-content implication, reduced-mode, visibility pause, accessibility, and cleanup tests",Phase 3,Phase 3,architecture_blocked,CSS ownership on a decorative child and explicit locked-state target,no,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/styles/player.css,Phase 3 safe shimmer implementation and acceptance validation,,planned,,,,,,,Baseline coverage rationale: Seal materials exist but do not preserve a locked-page shimmer constrained against hidden-text implications.
