"historical_case_id","source_file","source_line","title","project","protected_contract","historical_architecture_dependency","current_relevance","classification","canonical_replacement_suite","canonical_replacement_test_ids","canonical_replacement_historical_test_ids","canonical_replacement_semantic_ids","current_source_files","current_contract_ids","equal_or_stronger_coverage","consolidation_justification","retirement_evidence","remaining_limitation"
"p34-c3712896a107f4b68aca","tests/e2e/lanternwake-phase2.spec.ts","572","Project Lanternwake Phase 2 StPageFlip boundary › only the current visible Passage remains interactive in the canonical Journal PageFlip boundary","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-6fd45cb39032a4e737e9","sl-test-c3712896a107f4b68aca;sl-test-f6b91fd67812a41dd2ec","sl-semantic-96a895d1e2d161891ceb","tests/e2e/lanternwake-phase2.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-d779aa8dee00dcf98e9b","tests/e2e/lanternwake-phase2.spec.ts","618","Project Lanternwake Phase 2 showcase tombstones › deprecated journal and page-turn rows name their replacements without creating a fake Director receipt","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-test-a29da080abd07358754f","sl-test-803e8049d2aaf1f5c420;sl-test-d779aa8dee00dcf98e9b","sl-semantic-d14dcc5aef2398c28159","tests/e2e/lanternwake-phase2.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4c17089a19c9f41f2952","tests/e2e/lanternwake-phase2.spec.ts","650","Project Lanternwake Phase 2 Captain's Console boundaries › login is aria-busy, single-flight, and returns focus after a failed key","chromium","authentication-authorization","retired P34 broad browser container","CONSOLIDATED_CURRENT_CONTRACT","REPLACED_CANONICAL","browser.accessibility","sl-test-4a220d3a4184d0ccf2f9;sl-test-1edec9ac9a43423e210f;sl-test-3417c70bc31d74f44110","","sl-semantic-1565600bcd5772160e32;sl-semantic-a569e8507a20c6f7d97e;sl-semantic-61070aafe70004746f4a","tests/e2e/lanternwake-phase2.spec.ts;tests/e2e/lanternwake-phase2.spec.ts;tests/e2e/lanternwake-phase2.spec.ts","authentication-authorization;journal-ready-state;journal-ready-state","The focused current family provides consolidated equal-or-stronger coverage for the retained behavior.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-8b862e6e5052ff58eee3","tests/e2e/lanternwake-phase2.spec.ts","688","Project Lanternwake Phase 2 Captain's Console boundaries › Voyage creation is modal, keeps focus inside its canonical flow, and restores its exact trigger","chromium","authentication-authorization","retired shared PlayerExperience operator surface","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.captain","sl-test-371a02710c979e12eb43","sl-test-3a380e22d8ed8cc36861;sl-test-8b862e6e5052ff58eee3","sl-semantic-e45ba2f0b46aa609019a","tests/e2e/lanternwake-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.captain contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-9c70992b05d04fcf157a","tests/e2e/lanternwake-phase2.spec.ts","721","Project Lanternwake Phase 2 Captain's Console boundaries › a committed Voyage creation restores focus to its exact Captain's Console trigger","chromium","authentication-authorization","retired shared PlayerExperience operator surface","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.captain","sl-test-18966f7835ceb7056986","sl-test-67642d3f781b2bf15139;sl-test-9c70992b05d04fcf157a","sl-semantic-15ffcce5ae556d67115d","tests/e2e/lanternwake-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.captain contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-620a3e074370440ffb46","tests/e2e/lanternwake-phase2.spec.ts","747","Project Lanternwake Phase 2 Player integration evidence gaps › the canonical Journal publishes one readable Passage only after its PageFlip boundary is ready","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-126dd571f1ecb091eaf5","sl-test-2741a1377fafac61ff55;sl-test-620a3e074370440ffb46","sl-semantic-a3bf3bedb1c6749e0234","tests/e2e/lanternwake-phase2.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-97d60e061f1e4312fd80","tests/e2e/lanternwake-phase2.spec.ts","765","Project Lanternwake Phase 2 Player integration evidence gaps › a stale PageFlip clone never becomes an interactive Passage or acquires authority","chromium","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-008897b2e3d153a1d4c4","sl-test-626019576a85f114a398;sl-test-97d60e061f1e4312fd80","sl-semantic-6397cc3e16ba8176ec9c","tests/e2e/lanternwake-phase2.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-5bac07eeb4fa5172e2ec","tests/e2e/lanternwake-phase2.spec.ts","798","Project Lanternwake Phase 2 required viewports › 2560x1440 keeps showcase, PageFlip fallback, and access controls readable without horizontal overflow","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.responsive","sl-test-321e488c7cf5b48f8b61","sl-test-5bac07eeb4fa5172e2ec;sl-test-ce7d5fc2655d4780f4bb","sl-semantic-346ebb117f2ff541df05","tests/e2e/lanternwake-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.responsive contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-7937315fc1625b13f19a","tests/e2e/lanternwake-phase2.spec.ts","798","Project Lanternwake Phase 2 required viewports › 1920x1080 keeps showcase, PageFlip fallback, and access controls readable without horizontal overflow","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.responsive","sl-test-386afea2ae69985a7d44","sl-test-7937315fc1625b13f19a;sl-test-d8fe64aa34b67c3b860a","sl-semantic-567b10494e9ca90dbf3c","tests/e2e/lanternwake-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.responsive contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-9d9469ed614fde985893","tests/e2e/lanternwake-phase2.spec.ts","798","Project Lanternwake Phase 2 required viewports › 1440x900 keeps showcase, PageFlip fallback, and access controls readable without horizontal overflow","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.responsive","sl-test-1476f39d27fba9db6104","sl-test-8b0763d35fa75e152405;sl-test-9d9469ed614fde985893","sl-semantic-3ac6ea230697df7865aa","tests/e2e/lanternwake-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.responsive contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-bf78655c69b3e01c178f","tests/e2e/lanternwake-phase2.spec.ts","798","Project Lanternwake Phase 2 required viewports › 430x932 keeps showcase, PageFlip fallback, and access controls readable without horizontal overflow","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.responsive","sl-test-4a76f9e7a95d67ddec42","sl-test-a8ec87d4e57247fad7ed;sl-test-bf78655c69b3e01c178f","sl-semantic-32e3b3bcdaf7f9910d36","tests/e2e/lanternwake-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.responsive contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-e41d21c7c24bdc397b15","tests/e2e/lanternwake-phase2.spec.ts","798","Project Lanternwake Phase 2 required viewports › 390x844 keeps showcase, PageFlip fallback, and access controls readable without horizontal overflow","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.responsive","sl-test-f8445bfa66b9b92fcf96","sl-test-8433b37d7c9082259a9b;sl-test-e41d21c7c24bdc397b15","sl-semantic-b67cd9801aa6cc562367","tests/e2e/lanternwake-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.responsive contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
